source_id,ra,dec,phot_g_mean_mag,astrometric_params_solved,astrometric_gof_al,phot_bp_rp_excess_factor,mean_mag_g_fov,median_mag_g_fov,std_dev_mag_g_fov,in_vari_long_period_variable,in_vari_eclipsing_binary,in_vari_classification_result,in_vari_rrlyrae,in_vari_cepheid,in_vari_planetary_transit,in_vari_short_timescale,in_vari_long_period_variable2,in_vari_eclipsing_binary2,in_vari_rotation_modulation,in_vari_ms_oscillator,in_vari_agn,in_vari_microlensing,in_vari_compact_companion
3835190359768822656,150.479729628007,1.193754197505855,20.284613,31,-1.2607597,1.2132579,,,,,,,,,,,,,,,,,
3835191394855970816,150.62175616007713,1.2264094021296412,17.916643,31,1.3530796,1.1997886,,,,,,,,,,,,,,,,,
3835191734158384896,150.6756742414496,1.2557796936820045,16.900162,31,0.6588939,1.375778,,,,,,,,,,,,,,,,,
3835191734158721792,150.67885041140028,1.242790869003191,17.688732,31,1.4687866,1.3845989,,,,,,,,,,,,,,,,,
3835193589584243328,150.80144928396626,1.2213115140075987,19.295164,31,-0.23669912,1.4620588,,,,,,,,,,,,,,,,,
3835195685528314240,150.94020502321789,1.300476667444742,17.398129,31,-0.26514477,1.1818887,,,,,,,,,,,,,,,,,
3835195891686749184,150.88862098716854,1.31174522441081,19.555567,31,0.6022314,1.196399,,,,,,,,,,,,,,,,,
3835196235284142592,150.98729535217996,1.3370274377450992,18.877424,31,-1.2140515,1.1432483,,,,,,,,,,,,,,,,,
3835201015582708480,150.7821036451316,1.3939014149539184,16.577116,31,1.9165955,1.2095146,,,,,,,,,,,,,,,,,
3835201290460616320,150.7500263526918,1.4055507474168187,14.888027,31,0.118862,1.1708857,,,,,,,,,,,,,,,,,
3835201870281284608,150.80683789327,1.459472798460548,19.957771,31,1.8037828,1.133853,,,,,,,,,,,,,,,,,
3835202149454102400,151.18372865115444,1.2121888329959079,15.738814,31,0.44877923,1.2042994,,,,,,,,,,,,,,,,,
3835203141591535232,151.21108850374165,1.2866851362592835,19.945616,31,0.6885068,1.3144516,,,,,,,,,,,,,,,,,
3835203313390216320,151.13212097065207,1.2609769135817661,18.103123,31,1.191437,1.4202875,,,,,,,,,,,,,,,,,
3835204000585005824,151.18319589330585,1.3148473920186552,17.970694,31,2.2990515,1.2929374,,,,,,,,,,,,,,,,,
3835204309822634880,151.25463242149038,1.2741078560302181,15.667903,31,0.21033216,1.2060806,,,,,,,,,,,,,,,,,
3835204722139513344,151.25504499838468,1.3191255281534844,18.994299,31,-1.5793372,1.2715489,,,,,,,,,,,,,,,,,
3835205168816120832,151.296610495015,1.3448645927200915,18.126621,31,2.967357,1.4681923,,,,,,,,,,,,,,,,,
3835207303414854528,151.15318791649563,1.3499585968539303,15.983734,31,0.64272356,1.2128782,,,,,,,,,,,,,,,,,
3835210052193922176,151.14803550894257,1.4194521295017484,14.889985,31,2.0512416,1.2789222,,,,,,,,,,,,,,,,,
3835210563295089152,151.18259186993077,1.4515645598962523,15.372676,31,1.4250886,1.2524508,,,,,,,,,,,,,,,,,
3835211181770345088,151.3235317374357,1.370083090630235,19.127216,31,1.2032434,1.1586179,,,,,,,,,,,,,,,,,
3835216855422114944,151.2239278300565,1.506793052470303,17.39292,31,2.836722,1.2896619,,,,,,,,,,,,,,,,,
3835221146094489984,150.92438960265207,1.4169715418963411,17.543705,31,-2.4367788,1.2209173,,,,,,,,,,,,,,,,,
3835221906303661184,151.08494334043147,1.4343035914794107,14.702863,31,-0.652385,1.2000389,,,,,,,,,,,,,,,,,
3835222112462090368,151.0885971679298,1.4544530562770785,17.124525,31,1.5566128,1.1761854,,,,,,,,,,,,,,,,,
3835223997952538880,151.09963896078895,1.5515550351845602,20.04259,31,0.051594753,1.23941,,,,,,,,,,,,,,,,,
3835224272830786176,150.94493354932376,1.4591315447284996,20.529049,31,1.7080208,1.274548,,,,,,,,,,,,,,,,,
3835227781818891136,150.92877570162665,1.5769086900875113,18.823132,31,0.81246924,1.1799307,,,,,,,,,,,,,,,,,
3835230354504111872,151.18130585478553,1.6036555262295626,19.497879,31,-0.5731768,1.1458517,,,,,,,,,,,,,,,,,
3835231969411822080,151.24442703761292,1.639308208672471,18.884516,31,1.0708691,1.3262976,,,,,,,,,,,,,,,,,
3835232106850775168,151.19998956023807,1.6382801253453543,20.228647,31,0.49113795,1.0709869,,,,,,,,,,,,,,,,,
3835235405385665792,151.15163553001526,1.6780843729011587,19.167088,31,0.31607917,1.3901119,,,,,,,,,,,,,,,,,
3835315738453768960,151.45978317855457,1.7189659603285126,17.292719,31,0.83085626,1.2087936,,,,,,,,,,,,,,,,,
3835316185130374272,151.50208177977262,1.7497085271488735,19.945152,31,-0.7349418,1.1348013,,,,,,,,,,,,,,,,,
3835330032104904064,151.2421214944305,1.7595119779612096,12.747993,31,1.5982802,1.1932647,,,,,,,,,,,,,,,,,
3835330341342587008,151.32526827114404,1.7785315862999738,19.063837,31,-0.40747374,1.2271807,,,,,,,,,,,,,,,,,
3835331647012653824,151.22744754813226,1.8245797657797513,18.853168,31,-0.29667386,1.3547866,,,,,,,,,,,,,,,,,
3835333712892339328,151.36070314788017,1.9043722171430464,16.031973,31,-2.6885777,1.2083187,,,,,,,,,,,,,,,,,
3835340408745959552,151.43051739452548,1.9768164179108425,17.214396,31,-0.10078523,1.2506988,,,,,,,,,,,,,,,,,
3835342607769218048,151.5182781492143,2.0516628208831933,18.726755,31,2.9675443,1.2030158,,,,,,,,,,,,,,,,,
3835941223131342592,150.4948622685072,1.242616000807834,17.798933,31,0.38784295,1.2860093,,,,,,,,,,,,,,,,,
3835942013405330432,150.50068493573485,1.289371735405488,18.8772,31,-1.2385511,1.2670963,,,,,,,,,,,,,,,,,
3835944216723637248,150.59020322862887,1.3611728074085894,18.45561,31,1.8641436,1.4852797,,,,,,,,,,,,,,,,,
3835948576115390080,150.5227266368548,1.442595919150083,18.121017,31,0.42600816,1.2484316,,,,,,,,,,,,,,,,,
3835950465900990336,150.71514198067732,1.4038871300248648,17.912159,31,-1.6311194,1.2237009,,,,,,,,,,,,,,,,,
3835955314919129344,150.5233917325563,1.4688603882966347,14.359089,31,0.19308661,1.1817557,,,,,,,,,,,,,,,,,
3835957097330143232,150.72977994961835,1.5667309311478281,18.82976,31,1.6611575,1.3181704,,,,,,,,,,,,,,,,,
3835957239064471808,150.67377939696215,1.5716249316464421,15.974113,31,-0.17788556,1.1944332,,,,,,,,,,,,,,,,,
3835957269128838272,150.65638241092083,1.5752533077461799,18.890202,31,0.754407,1.1540264,,,,,,,,,,,,,,,,,
